m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.489584119110326,0.0798492729354368,0.217945327049639,1,10,0.52753471775388,1.03278198530212,0.908644030705089,0.549809775516898,0.4,0.38,0.3,4e-05
