"R2","AIC","AICc","ABIC","BIC","SS_tot","SS_err","SS_reg","rCorr","N","K",
0.93107,-7.7439,-63.7439,-6.8586,Inf,0.44855,0.030918,0.6344,0.99294,6,7,

