m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.925546074396273,0.030030610168446,0.101140720913402,1,10,0.104297788005521,1.14287204560622,0.850552562197985,0.0544347249536083,0.4,0.38,0.3,4e-05
