"R2","AIC","AICc","ABIC","BIC","SS_tot","SS_err","SS_reg","rCorr","N","K",
0.92547,-7.8203,-63.8203,-6.9159,Inf,0.41091,0.030624,0.6344,0.99377,6,7,

