m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.18656433598698,0.0312812323546858,0.126588926394037,1,10,1,0.806611188258584,0.00617483342483879,0.100343373301067,0.4,0.38,0.3,4e-05
