m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.482782764185124,0.0311020029421573,0.177382851839723,1,10,1,1.09288915997117,0.942304547094802,0.000749178297270873,0.4,0.38,0.3,4e-05
